"","ID","Class","names_ap","count","AreaTotal","AreaClass","prop"
"86",8,121,"H",671,8136900,603900,7.42174538214799
"87",8,122,"H",196,8136900,176400,2.16790178077646
"88",8,123,"H",6,8136900,5400,0.0663643402278509
"89",8,141,"H",4095,8136900,3685500,45.2936622055082
"90",8,142,"H",794,8136900,714600,8.78221435681894
"91",8,143,"H",39,8136900,35100,0.431368211481031
"92",8,152,"H",34,8136900,30600,0.376064594624488
"93",8,176,"H",2395,8136900,2155500,26.4904324742838
"94",9,1,"I",575,8136000,517500,6.36061946902655
"95",9,111,"I",112,8136000,100800,1.23893805309735
"96",9,121,"I",597,8136000,537300,6.60398230088496
"97",9,122,"I",220,8136000,198000,2.43362831858407
"98",9,123,"I",68,8136000,61200,0.752212389380531
"99",9,124,"I",13,8136000,11700,0.143805309734513
"100",9,131,"I",3,8136000,2700,0.0331858407079646
"101",9,141,"I",3689,8136000,3320100,40.8075221238938
"102",9,142,"I",196,8136000,176400,2.16814159292035
"103",9,143,"I",15,8136000,13500,0.165929203539823
"104",9,152,"I",22,8136000,19800,0.243362831858407
"105",9,176,"I",3530,8136000,3177000,39.0486725663717
"106",10,1,"J",665,8140500,598500,7.35212824765064
"107",10,111,"J",171,8140500,153900,1.89054726368159
"108",10,121,"J",1017,8140500,915300,11.2437810945274
"109",10,122,"J",766,8140500,689400,8.46876727473742
"110",10,123,"J",180,8140500,162000,1.99004975124378
"111",10,124,"J",85,8140500,76500,0.939745715865119
"112",10,131,"J",19,8140500,17100,0.210060807075732
"113",10,141,"J",2643,8140500,2378700,29.2205638474295
"114",10,142,"J",130,8140500,117000,1.43725815367606
"115",10,143,"J",14,8140500,12600,0.154781647318961
"116",10,152,"J",103,8140500,92700,1.1387506909895
"117",10,176,"J",3249,8140500,2924100,35.9203980099502
"118",10,190,"J",2,8140500,1800,0.0221116639027087
"119",10,195,"J",1,8140500,900,0.0110558319513543
"120",11,1,"K",498,8142300,448200,5.5045871559633
"121",11,111,"K",29,8142300,26100,0.320548248038024
"122",11,121,"K",374,8142300,336600,4.13396706090417
"123",11,122,"K",210,8142300,189000,2.32121145130983
"124",11,123,"K",10,8142300,9000,0.110533878633801
"125",11,124,"K",6,8142300,5400,0.0663203271802808
"126",11,131,"K",2,8142300,1800,0.0221067757267603
"127",11,141,"K",3596,8142300,3236400,39.7479827567149
"128",11,142,"K",362,8142300,325800,4.00132640654361
"129",11,143,"K",12,8142300,10800,0.132640654360562
"130",11,152,"K",34,8142300,30600,0.375815187354924
"131",11,176,"K",3913,8142300,3521700,43.2519067094064
"132",11,190,"K",1,8142300,900,0.0110533878633801
"133",12,1,"L",406,8141400,365400,4.48817156754367
"134",12,111,"L",15,8141400,13500,0.165819146584126
"135",12,121,"L",268,8141400,241200,2.96263541896971
"136",12,122,"L",40,8141400,36000,0.442184390891002
"137",12,123,"L",8,8141400,7200,0.0884368781782003
"138",12,124,"L",6,8141400,5400,0.0663276586336502
"139",12,131,"L",5,8141400,4500,0.0552730488613752
"140",12,141,"L",4724,8141400,4251600,52.2219765642273
"141",12,142,"L",245,8141400,220500,2.70837939420738
"142",12,143,"L",13,8141400,11700,0.143709927039576
"143",12,152,"L",56,8141400,50400,0.619058147247402
"144",12,176,"L",3244,8141400,2919600,35.8611541012602
"145",12,190,"L",13,8141400,11700,0.143709927039576
"146",12,195,"L",3,8141400,2700,0.0331638293168251
