ID,patch,LC_Class,SubClass,CDLClass,CDLName,DateCode,Common,apiary,patchType
1,36,Cultivated Crops,1,1,LC_1,2,clover,1,Cultivated Crops36
1,91,Cultivated Crops,1,1,LC_1,2,clover,1,Cultivated Crops91
1,87,Cultivated Crops,1,1,LC_1,2,clover,1,Cultivated Crops87
1,92,Cultivated Crops,1,1,LC_1,2,clover,1,Cultivated Crops92
1,95,Cultivated Crops,1,1,LC_1,2,clover,1,Cultivated Crops95
1,51,Cultivated Crops,1,1,LC_1,2,clover,1,Cultivated Crops51
2,86,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops86
2,34,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops34
2,47,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops47
2,42,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops42
2,5,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops5
2,29,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops29
2,7,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops7
2,99,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops99
2,39,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops39
2,71,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops71
2,63,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops63
2,68,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops68
2,17,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops17
2,18,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops18
2,28,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops28
2,33,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops33
2,90,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops90
2,22,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops22
2,84,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops84
2,93,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops93
2,78,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops78
2,27,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops27
2,56,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops56
2,44,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops44
2,74,Cultivated Crops,1,1,LC_1,2,corn,1,Cultivated Crops74
3,1,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops1
3,41,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops41
3,20,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops20
3,43,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops43
3,31,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops31
3,6,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops6
3,11,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops11
3,8,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops8
3,9,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops9
3,49,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops49
3,32,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops32
3,25,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops25
3,13,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops13
3,14,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops14
3,62,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops62
3,24,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops24
3,82,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops82
3,57,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops57
3,66,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops66
3,97,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops97
3,21,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops21
3,61,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops61
3,70,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops70
3,75,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops75
3,64,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops64
3,52,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops52
3,100,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops100
3,37,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops37
3,77,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops77
3,101,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops101
3,50,Cultivated Crops,1,1,LC_1,2,other,1,Cultivated Crops50
4,60,Cultivated Crops,1,1,LC_1,2,pigweed,1,Cultivated Crops60
5,73,Cultivated Crops,1,1,LC_1,2,plantain,1,Cultivated Crops73
5,89,Cultivated Crops,1,1,LC_1,2,plantain,1,Cultivated Crops89
5,94,Cultivated Crops,1,1,LC_1,2,plantain,1,Cultivated Crops94
5,19,Cultivated Crops,1,1,LC_1,2,plantain,1,Cultivated Crops19
5,59,Cultivated Crops,1,1,LC_1,2,plantain,1,Cultivated Crops59
5,88,Cultivated Crops,1,1,LC_1,2,plantain,1,Cultivated Crops88
2,6,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops6
2,80,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops80
2,53,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops53
2,71,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops71
2,18,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops18
2,31,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops31
2,44,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops44
2,66,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops66
2,55,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops55
2,9,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops9
2,87,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops87
2,57,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops57
2,97,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops97
2,68,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops68
2,52,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops52
2,100,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops100
2,7,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops7
2,25,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops25
2,91,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops91
2,23,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops23
2,81,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops81
2,56,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops56
2,8,Cultivated Crops,1,1,LC_1,3,corn,1,Cultivated Crops8
3,1,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops1
3,2,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops2
3,29,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops29
3,17,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops17
3,5,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops5
3,45,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops45
3,20,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops20
3,21,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops21
3,22,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops22
3,10,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops10
3,11,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops11
3,12,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops12
3,13,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops13
3,14,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops14
3,15,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops15
3,42,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops42
3,30,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops30
3,83,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops83
3,58,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops58
3,59,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops59
3,34,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops34
3,35,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops35
3,36,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops36
3,37,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops37
3,38,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops38
3,26,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops26
3,27,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops27
3,28,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops28
3,94,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops94
3,43,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops43
3,48,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops48
3,84,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops84
3,72,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops72
3,47,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops47
3,78,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops78
3,49,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops49
3,50,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops50
3,51,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops51
3,69,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops69
3,40,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops40
3,93,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops93
3,85,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops85
3,60,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops60
3,61,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops61
3,62,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops62
3,63,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops63
3,64,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops64
3,82,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops82
3,92,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops92
3,88,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops88
3,98,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops98
3,73,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops73
3,95,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops95
3,99,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops99
3,76,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops76
3,77,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops77
3,86,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops86
3,101,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops101
3,89,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops89
3,90,Cultivated Crops,1,1,LC_1,3,other,1,Cultivated Crops90
4,3,Cultivated Crops,1,1,LC_1,3,pigweed,1,Cultivated Crops3
4,54,Cultivated Crops,1,1,LC_1,3,pigweed,1,Cultivated Crops54
4,96,Cultivated Crops,1,1,LC_1,3,pigweed,1,Cultivated Crops96
4,39,Cultivated Crops,1,1,LC_1,3,pigweed,1,Cultivated Crops39
4,19,Cultivated Crops,1,1,LC_1,3,pigweed,1,Cultivated Crops19
4,4,Cultivated Crops,1,1,LC_1,3,pigweed,1,Cultivated Crops4
4,16,Cultivated Crops,1,1,LC_1,3,pigweed,1,Cultivated Crops16
4,46,Cultivated Crops,1,1,LC_1,3,pigweed,1,Cultivated Crops46
4,65,Cultivated Crops,1,1,LC_1,3,pigweed,1,Cultivated Crops65
4,75,Cultivated Crops,1,1,LC_1,3,pigweed,1,Cultivated Crops75
4,24,Cultivated Crops,1,1,LC_1,3,pigweed,1,Cultivated Crops24
5,41,Cultivated Crops,1,1,LC_1,3,plantain,1,Cultivated Crops41
5,79,Cultivated Crops,1,1,LC_1,3,plantain,1,Cultivated Crops79
5,70,Cultivated Crops,1,1,LC_1,3,plantain,1,Cultivated Crops70
5,67,Cultivated Crops,1,1,LC_1,3,plantain,1,Cultivated Crops67
5,33,Cultivated Crops,1,1,LC_1,3,plantain,1,Cultivated Crops33
5,74,Cultivated Crops,1,1,LC_1,3,plantain,1,Cultivated Crops74
5,32,Cultivated Crops,1,1,LC_1,3,plantain,1,Cultivated Crops32
1,1,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops1
1,28,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops28
1,59,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops59
1,69,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops69
1,5,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops5
1,6,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops6
1,37,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops37
1,25,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops25
1,74,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops74
1,10,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops10
1,93,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops93
1,50,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops50
1,77,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops77
1,40,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops40
1,97,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops97
1,49,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops49
1,76,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops76
1,31,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops31
1,36,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops36
1,88,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops88
1,87,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops87
1,90,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops90
1,101,Cultivated Crops,1,1,LC_1,4,other,1,Cultivated Crops101
2,8,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops8
2,3,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops3
2,16,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops16
2,52,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops52
2,27,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops27
2,7,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops7
2,17,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops17
2,18,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops18
2,2,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops2
2,47,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops47
2,65,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops65
2,9,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops9
2,19,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops19
2,68,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops68
2,43,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops43
2,56,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops56
2,53,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops53
2,33,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops33
2,81,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops81
2,38,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops38
2,57,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops57
2,15,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops15
2,72,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops72
2,85,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops85
2,61,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops61
2,32,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops32
2,11,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops11
2,24,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops24
2,82,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops82
2,79,Cultivated Crops,1,1,LC_1,4,pigweed,1,Cultivated Crops79
